vertical_code,vertical_name,rank,company_name,company_key,acquiring_likelihood_score,confidence,signals,evidence_count,osm_type,osm_id,lat,lon,website,phone,address,source_tags_json
5600-5699,Clothing Stores,41,Bet and Malfie,bet and malfie,93,high,"website,phone,opening_hours,address,scheme_support",1,node,9449890943,40.840103,22.9009812,https://www.betandmalfie.com/,2341075555,Θεσσαλονίκης - Κιλκίς 61100 Νέα Σάντα,"{""addr:city"": ""\u039d\u03ad\u03b1 \u03a3\u03ac\u03bd\u03c4\u03b1"", ""addr:postcode"": ""61100"", ""addr:street"": ""\u0398\u03b5\u03c3\u03c3\u03b1\u03bb\u03bf\u03bd\u03af\u03ba\u03b7\u03c2 - \u039a\u03b9\u03bb\u03ba\u03af\u03c2"", ""clothes"": ""women;fashion;scarves;scrunchies;silk;bandanas"", ""description"": ""\u03a3\u03c4\u03b7\u03bd Bet and Malfie \u03b8\u03b1 \u03b2\u03c1\u03b5\u03af\u03c4\u03b5 \u03c0\u03bf\u03bb\u03c5\u03c4\u03b5\u03bb\u03ae \u03bc\u03b5\u03c4\u03b1\u03be\u03c9\u03c4\u03ac \u03b3\u03c5\u03bd\u03b1\u03b9\u03ba\u03b5\u03af\u03b1 \u03b1\u03be\u03b5\u03c3\u03bf\u03c5\u03ac\u03c1 \u03bc\u03cc\u03b4\u03b1\u03c2, \u03cc\u03c0\u03c9\u03c2 \u03bc\u03b1\u03bd\u03c4\u03ae\u03bb\u03b9\u03b1, \u03b5\u03c3\u03ac\u03c1\u03c0\u03b5\u03c2 \u03ba\u03b1\u03b9 \u03c6\u03bf\u03c5\u03bb\u03ac\u03c1\u03b9\u03b1 \u03bc\u03b5 \u03bc\u03bf\u03bd\u03c4\u03ad\u03c1\u03bd\u03bf \u03c3\u03c7\u03b5\u03b4\u03b9\u03b1\u03c3\u03bc\u03cc, \u03cc\u03bc\u03bf\u03c1\u03c6\u03b1 \u03c7\u03c1\u03ce\u03bc\u03b1\u03c4\u03b1 \u03ba\u03b1\u03b9 \u03c5\u03c8\u03b7\u03bb\u03ae \u03c0\u03bf\u03b9\u03cc\u03c4\u03b7\u03c4\u03b1."", ""email"": ""info@betandmalfie.com"", ""name"": ""Bet and Malfie"", ""opening_hours"": ""Mo-Fr 08:00-17:00"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""2341075555"", ""shop"": ""fashion_accessories"", ""website"": ""https://www.betandmalfie.com/""}"
5600-5699,Clothing Stores,42,Bershka,bershka,91,high,"brand,website,opening_hours,address",21,node,4712385989,37.9988687,23.7332714,https://bershka.com,,Πατησίων 134,"{""addr:housenumber"": ""134"", ""addr:street"": ""\u03a0\u03b1\u03c4\u03b7\u03c3\u03af\u03c9\u03bd"", ""brand"": ""Bershka"", ""brand:wikidata"": ""Q827258"", ""brand:wikipedia"": ""en:Bershka"", ""check_date"": ""2025-12-18"", ""check_date:opening_hours"": ""2025-12-18"", ""name"": ""Bershka"", ""name:el"": ""Bershka"", ""name:en"": ""Bershka"", ""opening_hours"": ""Sa 09:00-20:00; Mo-Fr 10:00-21:00"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""shop"": ""clothes"", ""website"": ""https://bershka.com"", ""wheelchair"": ""no""}"
5600-5699,Clothing Stores,43,casualshoes.gr,casualshoes gr,91,high,"website,phone,opening_hours,address,corporate_name",1,node,4682282187,37.9918885,23.7648039,https://www.casualshoes.gr/,21 0692 3097,Λαρίσης 14 11523 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:country"": ""GR"", ""addr:housenumber"": ""14"", ""addr:postcode"": ""11523"", ""addr:street"": ""\u039b\u03b1\u03c1\u03af\u03c3\u03b7\u03c2"", ""name"": ""casualshoes.gr"", ""opening_hours"": ""Mo,We,Sa 09:00-15:00; Tu,Th,Fr 09:00-14:00,17:00-21:00"", ""phone"": ""21 0692 3097"", ""shop"": ""shoes"", ""website"": ""https://www.casualshoes.gr/"", ""wheelchair"": ""no""}"
5600-5699,Clothing Stores,44,Kimp Store,kimp store,91,high,"operator,phone,opening_hours,address,scheme_support",1,node,12301836867,41.1192392,25.4037348,,+30253102961,Κανάρη 5 69100 Κομοτηνή,"{""addr:city"": ""\u039a\u03bf\u03bc\u03bf\u03c4\u03b7\u03bd\u03ae"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""69100"", ""addr:street"": ""\u039a\u03b1\u03bd\u03ac\u03c1\u03b7"", ""clothes"": ""men;suits;denim;wedding;fashion;hats;socks"", ""email"": ""info@kimpstore.gr"", ""name"": ""Kimp Store"", ""opening_hours"": ""Mo-Sa 10:00-19:00"", ""operator"": ""Kimp Store"", ""payment:american_express"": ""yes"", ""payment:app"": ""yes"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+30253102961"", ""shop"": ""clothes""}"
5600-5699,Clothing Stores,45,BSB Fashion,bsb fashion,89,high,"brand,phone,opening_hours,address",34,node,10236294189,37.9765086,23.7271177,,+302103314074,Ερμού 69 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:housenumber"": ""69"", ""addr:street"": ""\u0395\u03c1\u03bc\u03bf\u03cd"", ""brand"": ""BSB Fashion"", ""brand:wikidata"": ""Q12721399"", ""clothes"": ""women"", ""email"": ""frermou@bsbfashion.com"", ""name"": ""BSB Fashion"", ""opening_hours"": ""Mo-Fr 09:00-22:00; Sa 09:00-19:00"", ""phone"": ""+302103314074"", ""shop"": ""clothes""}"
5600-5699,Clothing Stores,46,Δημιουργίες Like a Dream,like a dream,89,high,"brand,phone,opening_hours,address",1,node,10160304999,37.0747615,22.4292967,,+306972915120,Κλεομβρότου 29 23100 Σπάρτη,"{""addr:city"": ""\u03a3\u03c0\u03ac\u03c1\u03c4\u03b7"", ""addr:housenumber"": ""29"", ""addr:postcode"": ""23100"", ""addr:street"": ""\u039a\u03bb\u03b5\u03bf\u03bc\u03b2\u03c1\u03cc\u03c4\u03bf\u03c5"", ""brand"": ""\u0394\u03b7\u03bc\u03b9\u03bf\u03c5\u03c1\u03b3\u03af\u03b5\u03c2 Like a Dream"", ""clothes"": ""wedding"", ""email"": ""dimiourgieslikeadream@gmail.com"", ""name"": ""\u0394\u03b7\u03bc\u03b9\u03bf\u03c5\u03c1\u03b3\u03af\u03b5\u03c2 Like a Dream"", ""opening_hours"": ""Mo 09:30-14:00; Tu 09:30-14:00,18:00-21:00; We 09:30-14:00; Th-Fr 09:30-14:00,18:00-21:00; Sa 09:30-14:00"", ""phone"": ""+306972915120"", ""shop"": ""clothes""}"
5600-5699,Clothing Stores,47,Ulla Popken,ulla popken,88,high,"brand,website,phone",3,node,3894185510,37.9423215,23.6487572,http://www.ullapopken.gr/,+302104138124,,"{""brand"": ""Ulla Popken"", ""brand:wikidata"": ""Q2475146"", ""brand:wikipedia"": ""en:Ulla Popken"", ""contact:phone"": ""+302104138124"", ""contact:website"": ""http://www.ullapopken.gr/"", ""name"": ""Ulla Popken"", ""shop"": ""clothes""}"
5600-5699,Clothing Stores,48,Crosby,crosby,87,high,"operator,website,phone,address",2,node,9690258232,38.0130117,23.6918193,https://www.crosby.gr/,+302105772925,Εθνικής Αντιστάσεως 30 12134 Περιστέρι,"{""addr:city"": ""\u03a0\u03b5\u03c1\u03b9\u03c3\u03c4\u03ad\u03c1\u03b9"", ""addr:housenumber"": ""30"", ""addr:postcode"": ""12134"", ""addr:street"": ""\u0395\u03b8\u03bd\u03b9\u03ba\u03ae\u03c2 \u0391\u03bd\u03c4\u03b9\u03c3\u03c4\u03ac\u03c3\u03b5\u03c9\u03c2"", ""clothes"": ""men"", ""name"": ""Crosby"", ""operator"": ""K. Haralambopoulos & Son O.E."", ""phone"": ""+302105772925"", ""shop"": ""clothes"", ""website"": ""https://www.crosby.gr/""}"
5600-5699,Clothing Stores,49,Tzekos,tzekos,87,high,"operator,website,phone,address",1,node,11068937413,40.6017549,22.9564269,https://www.tzekosunderwear.gr,+30 2310 887088,Γραβιάς 47 54645 Θεσσαλονίκη,"{""addr:city"": ""\u0398\u03b5\u03c3\u03c3\u03b1\u03bb\u03bf\u03bd\u03af\u03ba\u03b7"", ""addr:housenumber"": ""47"", ""addr:postcode"": ""54645"", ""addr:street"": ""\u0393\u03c1\u03b1\u03b2\u03b9\u03ac\u03c2"", ""clothes"": ""underwear"", ""contact:facebook"": ""https://www.facebook.com/Tzekosunderwear"", ""email"": ""tzekos420@gmail.com"", ""name"": ""Tzekos"", ""operator"": ""\u03a4\u03b6\u03ad\u03ba\u03bf\u03c2 \u039d\u03b9\u03ba\u03cc\u03bb\u03b1\u03bf\u03c2"", ""phone"": ""+30 2310 887088"", ""shop"": ""clothes"", ""website"": ""https://www.tzekosunderwear.gr""}"
5600-5699,Clothing Stores,50,Just Perfect,just perfect,87,high,"operator,website,phone,address",1,node,3621796099,37.9444431,23.6469793,https://www.justperfect.gr/,+30 210 4121063,Κολοκοτρώνη 54 Πειραιάς,"{""addr:city"": ""\u03a0\u03b5\u03b9\u03c1\u03b1\u03b9\u03ac\u03c2"", ""addr:housenumber"": ""54"", ""addr:street"": ""\u039a\u03bf\u03bb\u03bf\u03ba\u03bf\u03c4\u03c1\u03ce\u03bd\u03b7"", ""name"": ""Just Perfect"", ""operator"": ""Just Perfect"", ""phone"": ""+30 210 4121063"", ""shop"": ""clothes"", ""website"": ""https://www.justperfect.gr/""}"
5600-5699,Clothing Stores,51,Hibou,hibou,87,high,"operator,website,phone,address",1,way,603799762,38.1001567,23.8115464,http://hibou.gr/,+30 210 8000691,Τατοΐου 151 14564 Κηφισιά,"{""addr:city"": ""\u039a\u03b7\u03c6\u03b9\u03c3\u03b9\u03ac"", ""addr:country"": ""GR"", ""addr:housenumber"": ""151"", ""addr:postcode"": ""14564"", ""addr:street"": ""\u03a4\u03b1\u03c4\u03bf\u0390\u03bf\u03c5"", ""building"": ""yes"", ""clothes"": ""men"", ""contact:phone"": ""+30 2108327127"", ""description"": ""\u0388\u03bd\u03b1 \u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03cc \u03b5\u03c1\u03b3\u03b1\u03c3\u03c4\u03ae\u03c1\u03b9, \u03bc\u03b5 \u03b5\u03bc\u03c0\u03b5\u03b9\u03c1\u03af\u03b1 4 \u03b4\u03b5\u03ba\u03b1\u03b5\u03c4\u03b9\u03ce\u03bd \u03c3\u03c4\u03b7\u03bd \u03c0\u03b1\u03c1\u03b1\u03b3\u03c9\u03b3\u03ae \u03ba\u03b1\u03b9 \u03b5\u03bc\u03c0\u03bf\u03c1\u03af\u03b1 \u03b1\u03bd\u03b4\u03c1\u03b9\u03ba\u03ce\u03bd \u03b5\u03bd\u03b4\u03c5\u03bc\u03ac\u03c4\u03c9\u03bd."", ""email"": ""nkatranis@yahoo.com"", ""facebook"": ""https://www.facebook.com/hiboukatranis/"", ""name"": ""Hibou"", ""operator"": ""\u039a\u03b1\u03c4\u03c1\u03ac\u03bd\u03b7\u03c2 \u039d\u03b9\u03ba\u03cc\u03bb\u03b1\u03bf\u03c2"", ""phone"": ""+30 210 8000691"", ""shop"": ""clothes"", ""start_date"": ""01/01/1975"", ""website"": ""http://hibou.gr/""}"
5600-5699,Clothing Stores,52,Gallery By Michopoulos,gallery by michopoulos,87,high,"operator,website,phone,address",1,node,9656321365,38.0124901,23.6927569,https://www.gallerybymichopoulos.gr/el/,+302105742770,Εθνικής Αντιστάσεως 39 12134 Περιστέρι,"{""addr:city"": ""\u03a0\u03b5\u03c1\u03b9\u03c3\u03c4\u03ad\u03c1\u03b9"", ""addr:housenumber"": ""39"", ""addr:postcode"": ""12134"", ""addr:street"": ""\u0395\u03b8\u03bd\u03b9\u03ba\u03ae\u03c2 \u0391\u03bd\u03c4\u03b9\u03c3\u03c4\u03ac\u03c3\u03b5\u03c9\u03c2"", ""name"": ""Gallery By Michopoulos"", ""operator"": ""Michopoulos, Kleanthis, & Co. E.E."", ""phone"": ""+302105742770"", ""shop"": ""clothes"", ""website"": ""https://www.gallerybymichopoulos.gr/el/""}"
5600-5699,Clothing Stores,53,Asterias Concept Store | PHEIA Resort,asterias concept store pheia resort,87,high,"operator,website,phone,address",1,node,10009046522,37.6642744,21.3108989,https://www.pheia.gr/,+302621041401,Agios Andreas 1 270 67 Katakolo,"{""addr:city"": ""Katakolo"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""270 67"", ""addr:street"": ""Agios Andreas"", ""email"": ""store@pheia.gr"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""internet_access:ssid"": ""Vriniotis Resorts"", ""name"": ""Asterias Concept Store | PHEIA Resort"", ""operator"": ""Vriniotis Resorts"", ""phone"": ""+302621041401"", ""shop"": ""clothes"", ""website"": ""https://www.pheia.gr/""}"
5600-5699,Clothing Stores,54,Hunteraccessories.gr,hunteraccessories gr,86,high,"website,phone,opening_hours,corporate_name",1,node,8996550927,37.5128017,22.3748178,https://hunteraccessories.gr/,+302710243370,,"{""name"": ""Hunteraccessories.gr"", ""opening_hours"": ""Mo, We, Sa 09:00-15:30; Tu, Th, Fr 09:00-14:00, 17:00-21:00"", ""phone"": ""+302710243370"", ""shop"": ""fashion_accessories"", ""website"": ""https://hunteraccessories.gr/""}"
5600-5699,Clothing Stores,55,Migato,migato,85,high,"website,phone,opening_hours,address",25,node,4682561227,37.0355996,22.1109526,https://www.migato.com/,2721 094570,Αριστομένους 79 24100 Καλαμάτα,"{""addr:city"": ""\u039a\u03b1\u03bb\u03b1\u03bc\u03ac\u03c4\u03b1"", ""addr:housenumber"": ""79"", ""addr:postcode"": ""24100"", ""addr:street"": ""\u0391\u03c1\u03b9\u03c3\u03c4\u03bf\u03bc\u03ad\u03bd\u03bf\u03c5\u03c2"", ""name"": ""Migato"", ""opening_hours"": ""Mo 09:00-14:30; Tu,Th,Fr 09:00-14:00,17:00-21:00; We 08:30-14:30; Sa 08:30-15:30; Su off"", ""phone"": ""2721 094570"", ""shop"": ""shoes"", ""website"": ""https://www.migato.com/""}"
5600-5699,Clothing Stores,56,VOI & NOI,voi noi,85,high,"website,phone,opening_hours,address",18,node,4387817622,38.0015771,23.7338902,https://voi-noi.gr,21 6900 1975,Πατησίων 166,"{""addr:housenumber"": ""166"", ""addr:street"": ""\u03a0\u03b1\u03c4\u03b7\u03c3\u03af\u03c9\u03bd"", ""check_date"": ""2026-02-19"", ""name"": ""VOI & NOI"", ""opening_hours"": ""Tu,Th,Fr 09:00-21:00; Sa 09:00-15:00; Su off; Mo,We 09:00-17:00"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""21 6900 1975"", ""shoes"": ""women"", ""shop"": ""shoes"", ""website"": ""https://voi-noi.gr"", ""wheelchair"": ""no""}"
5600-5699,Clothing Stores,57,Minerva,minerva,85,high,"website,phone,opening_hours,address",8,node,8902399675,37.9989393,23.7332787,https://www.minerva.gr,2108216331,Πατησίων 136 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:housenumber"": ""136"", ""addr:street"": ""\u03a0\u03b1\u03c4\u03b7\u03c3\u03af\u03c9\u03bd"", ""check_date"": ""2024-07-16"", ""clothes"": ""underwear"", ""email"": ""patision@minerva.gr"", ""name"": ""Minerva"", ""opening_hours"": ""Mo,We,Sa 09:00-16:00; Tu,Th,Fr 09:00-21:00"", ""phone"": ""2108216331"", ""shop"": ""clothes"", ""website"": ""https://www.minerva.gr"", ""wheelchair"": ""no""}"
5600-5699,Clothing Stores,58,Attrativo,attrativo,85,high,"website,phone,opening_hours,address",8,node,5424880209,37.984307,23.9137085,https://www.smartpark.com.gr/?shop=attrativo,21 0663 0780,19004 Σπάτα Λούτσα,"{""addr:city"": ""\u03a3\u03c0\u03ac\u03c4\u03b1 \u039b\u03bf\u03cd\u03c4\u03c3\u03b1"", ""addr:postcode"": ""19004"", ""name"": ""Attrativo"", ""opening_hours"": ""Mo-Fr 10:00-21:00 Sa 10:00-20:00 Su closed"", ""phone"": ""21 0663 0780"", ""shop"": ""clothes"", ""website"": ""https://www.smartpark.com.gr/?shop=attrativo""}"
5600-5699,Clothing Stores,59,REPLAY,replay,85,high,"website,phone,opening_hours,address",7,node,5427472210,37.9858573,23.9103269,https://fashionbox.gr/,21 0663 8049,19004 Σπάτα Λούτσα,"{""addr:city"": ""\u03a3\u03c0\u03ac\u03c4\u03b1 \u039b\u03bf\u03cd\u03c4\u03c3\u03b1"", ""addr:postcode"": ""19004"", ""name"": ""REPLAY"", ""opening_hours"": ""Mo-Fr 10:00-21:00; Sa 10:00-20:00"", ""phone"": ""21 0663 8049"", ""shop"": ""clothes"", ""website"": ""https://fashionbox.gr/""}"
5600-5699,Clothing Stores,60,Ale,ale,85,high,"website,phone,opening_hours,address",7,node,5424881021,37.9844026,23.9141917,https://www.smartpark.com.gr/?shop=ale,21 0663 0780,19004 Σπάτα Λούτσα,"{""addr:city"": ""\u03a3\u03c0\u03ac\u03c4\u03b1 \u039b\u03bf\u03cd\u03c4\u03c3\u03b1"", ""addr:postcode"": ""19004"", ""name"": ""Ale"", ""opening_hours"": ""Mo-Fr 10:00-21:00 Sa 10:00-20:00 Su closed"", ""phone"": ""21 0663 0780"", ""shop"": ""clothes"", ""website"": ""https://www.smartpark.com.gr/?shop=ale""}"
5600-5699,Clothing Stores,61,Tamaris,tamaris,85,high,"website,phone,opening_hours,address",6,node,13118627801,35.3388264,25.1313677,https://e-shoes.gr/,2810336013,Καλοκαιρινού 30 71202,"{""addr:housenumber"": ""30"", ""addr:postcode"": ""71202"", ""addr:street"": ""\u039a\u03b1\u03bb\u03bf\u03ba\u03b1\u03b9\u03c1\u03b9\u03bd\u03bf\u03cd"", ""name"": ""Tamaris"", ""opening_hours"": ""Mo, We, Sa 09:00-15:00; Tu, Th-Fr 09:00-21:00"", ""phone"": ""2810336013"", ""shop"": ""shoes"", ""website"": ""https://e-shoes.gr/""}"
5600-5699,Clothing Stores,62,Parabita,parabita,85,high,"website,phone,opening_hours,address",6,node,5424880220,37.9843492,23.9139523,https://www.parabita.com/,21 0602 5580,19004 Σπάτα Λούτσα,"{""addr:city"": ""\u03a3\u03c0\u03ac\u03c4\u03b1 \u039b\u03bf\u03cd\u03c4\u03c3\u03b1"", ""addr:postcode"": ""19004"", ""name"": ""Parabita"", ""opening_hours"": ""Mo-Fr 10:00-21:00 Sa 10:00-20:00 Su closed"", ""phone"": ""21 0602 5580"", ""shop"": ""clothes"", ""website"": ""https://www.parabita.com/""}"
5600-5699,Clothing Stores,63,Crocodilino,crocodilino,85,high,"website,phone,opening_hours,address",6,node,9850204548,37.9763093,23.6517037,https://crocodilino.com/,+302104944417,Κορυδαλλός,"{""addr:city"": ""\u039a\u03bf\u03c1\u03c5\u03b4\u03b1\u03bb\u03bb\u03cc\u03c2"", ""name"": ""Crocodilino"", ""opening_hours"": ""Mo,We,Sa 09:00-15:00; Tu,Th,Fr 09:00-14:00,17:00-21:00"", ""phone"": ""+302104944417"", ""shoes"": ""children"", ""shop"": ""shoes"", ""website"": ""https://crocodilino.com/""}"
5600-5699,Clothing Stores,64,UNIQUE,unique,85,high,"website,phone,opening_hours,address",4,node,4662894629,40.843835,25.8743958,https://www.facebook.com/Unique-Alexandroupolis-442752535846861/,2551 022252,Μεσολογγίου 4 68100 Αλεξανδρούπολη,"{""addr:city"": ""\u0391\u03bb\u03b5\u03be\u03b1\u03bd\u03b4\u03c1\u03bf\u03cd\u03c0\u03bf\u03bb\u03b7"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""68100"", ""addr:street"": ""\u039c\u03b5\u03c3\u03bf\u03bb\u03bf\u03b3\u03b3\u03af\u03bf\u03c5"", ""name"": ""UNIQUE"", ""opening_hours"": ""24/7"", ""phone"": ""2551 022252"", ""shop"": ""shoes"", ""website"": ""https://www.facebook.com/Unique-Alexandroupolis-442752535846861/""}"
5600-5699,Clothing Stores,65,Tsoukalas,tsoukalas,85,high,"website,phone,opening_hours,address",4,node,4682282294,37.9916799,23.7652943,https://tsoukalas-shoes.gr/,21 0692 6459,Λαρίσης 6 11523 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:country"": ""GR"", ""addr:housenumber"": ""6"", ""addr:postcode"": ""11523"", ""addr:street"": ""\u039b\u03b1\u03c1\u03af\u03c3\u03b7\u03c2"", ""check_date"": ""2025-03-14"", ""name"": ""Tsoukalas"", ""opening_hours"": ""Mo-Fr 09:00-21:00; Sa 09:00-16:00"", ""phone"": ""21 0692 6459"", ""shop"": ""shoes"", ""website"": ""https://tsoukalas-shoes.gr/"", ""wheelchair"": ""no""}"
5600-5699,Clothing Stores,66,Raxevsky,raxevsky,85,high,"website,phone,opening_hours,address",4,node,4682561225,37.0362283,22.1114706,https://raxevsky.com/,2721 026682,Βασιλίσσης Όλγας 3 24100 Καλαμάτα,"{""addr:city"": ""\u039a\u03b1\u03bb\u03b1\u03bc\u03ac\u03c4\u03b1"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""24100"", ""addr:street"": ""\u0392\u03b1\u03c3\u03b9\u03bb\u03af\u03c3\u03c3\u03b7\u03c2 \u038c\u03bb\u03b3\u03b1\u03c2"", ""name"": ""Raxevsky"", ""opening_hours"": ""Mo 08:30-14:30; Tu 09:00-21:30; We 09:00-14:30; Th 09:00-21:30; Fr 09:00-21:30; Sa 09:00-17:00"", ""phone"": ""2721 026682"", ""shop"": ""clothes"", ""website"": ""https://raxevsky.com/""}"
5600-5699,Clothing Stores,67,Κουρουνιώτης shoes,shoes,85,high,"website,phone,opening_hours,address",3,node,5841793155,37.6354549,22.728336,https://kourouniotis.gr/,+30 2751 020005,Ελευθερίου Βενιζέλου 7 21231 Άργος,"{""addr:city"": ""\u0386\u03c1\u03b3\u03bf\u03c2"", ""addr:housenumber"": ""7"", ""addr:postcode"": ""21231"", ""addr:street"": ""\u0395\u03bb\u03b5\u03c5\u03b8\u03b5\u03c1\u03af\u03bf\u03c5 \u0392\u03b5\u03bd\u03b9\u03b6\u03ad\u03bb\u03bf\u03c5"", ""name"": ""\u039a\u03bf\u03c5\u03c1\u03bf\u03c5\u03bd\u03b9\u03ce\u03c4\u03b7\u03c2 shoes"", ""opening_hours"": ""Mo-Fr 09:00-18:00; Sa 08:30-15:00"", ""phone"": ""+30 2751 020005"", ""shop"": ""shoes"", ""website"": ""https://kourouniotis.gr/""}"
5600-5699,Clothing Stores,68,Ths,ths,85,high,"website,phone,opening_hours,address",3,node,5424881041,37.9849312,23.9120709,https://www.smartpark.com.gr/?shop=ths,21 0663 5423,19004 Σπάτα Λούτσα,"{""addr:city"": ""\u03a3\u03c0\u03ac\u03c4\u03b1 \u039b\u03bf\u03cd\u03c4\u03c3\u03b1"", ""addr:postcode"": ""19004"", ""name"": ""Ths"", ""opening_hours"": ""Mo-Fr 10:00-21:00 Sa 10:00-20:00 Su closed"", ""phone"": ""21 0663 5423"", ""shop"": ""clothes"", ""website"": ""https://www.smartpark.com.gr/?shop=ths""}"
5600-5699,Clothing Stores,69,Yesterday's Bread and Sons,yesterday s bread and sons,85,high,"website,phone,opening_hours,address",2,node,2669937833,37.9891953,23.7363289,https://yesterdaysbread.gr/,+30 210 8811233,Ιουστινιανού 2 114 73 Αθήνα,"{""addr:city"": ""\u0391\u03b8\u03ae\u03bd\u03b1"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""114 73"", ""addr:street"": ""\u0399\u03bf\u03c5\u03c3\u03c4\u03b9\u03bd\u03b9\u03b1\u03bd\u03bf\u03cd"", ""email"": ""yesterdaysbreadathens@gmail.com"", ""name"": ""Yesterday's Bread and Sons"", ""opening_hours"": ""Mo-Sa 12:00-16:00; Tu-Fr 12:00-20:00"", ""phone"": ""+30 210 8811233"", ""second_hand"": ""only"", ""shop"": ""clothes"", ""website"": ""https://yesterdaysbread.gr/""}"
5600-5699,Clothing Stores,70,Heaven of Brands,heaven of brands,85,high,"website,phone,opening_hours,address",2,node,13261664120,38.0402765,23.6888744,https://www.heavenofbrands.com,+30 210 5055023,25ης Μαρτίου 123 13231 Πετρούπολη,"{""addr:city"": ""\u03a0\u03b5\u03c4\u03c1\u03bf\u03cd\u03c0\u03bf\u03bb\u03b7"", ""addr:housenumber"": ""123"", ""addr:postcode"": ""13231"", ""addr:street"": ""25\u03b7\u03c2 \u039c\u03b1\u03c1\u03c4\u03af\u03bf\u03c5"", ""clothes"": ""sports;athleisure"", ""name"": ""Heaven of Brands"", ""opening_hours"": ""Mo,We,Sa 09:00-17:00; Tu,Th,Fr 10:00-14:00,16:00-21:00"", ""phone"": ""+30 210 5055023"", ""shop"": ""clothes"", ""website"": ""https://www.heavenofbrands.com""}"
5600-5699,Clothing Stores,71,Brakoulias,brakoulias,85,high,"website,phone,opening_hours,address",2,node,12035324996,37.9762868,23.6495792,https://brakoulias.gr/,+302104977823,Ταξιαρχών 18 18120 Κορυδαλλός,"{""addr:city"": ""\u039a\u03bf\u03c1\u03c5\u03b4\u03b1\u03bb\u03bb\u03cc\u03c2"", ""addr:housenumber"": ""18"", ""addr:postcode"": ""18120"", ""addr:street"": ""\u03a4\u03b1\u03be\u03b9\u03b1\u03c1\u03c7\u03ce\u03bd"", ""clothes"": ""men"", ""name"": ""Brakoulias"", ""opening_hours"": ""Mo-Fr 10:00-21:00; Sa 10:00-18:00"", ""phone"": ""+302104977823"", ""ref:vatin"": ""130892480"", ""shop"": ""clothes"", ""website"": ""https://brakoulias.gr/""}"
5600-5699,Clothing Stores,72,Bozikis Shoes,bozikis shoes,85,high,"website,phone,opening_hours,address",2,node,5424881043,37.9851388,23.9116076,https://www.smartpark.com.gr/?shop=bozikis,21 0602 5845,19004 Σπάτα Λούτσα,"{""addr:city"": ""\u03a3\u03c0\u03ac\u03c4\u03b1 \u039b\u03bf\u03cd\u03c4\u03c3\u03b1"", ""addr:postcode"": ""19004"", ""name"": ""Bozikis Shoes"", ""opening_hours"": ""Mo-Fr 10:00-21:00 Sa 10:00-20:00 Su closed"", ""phone"": ""21 0602 5845"", ""shop"": ""shoes"", ""website"": ""https://www.smartpark.com.gr/?shop=bozikis""}"
